"corruption","crime_US_weight","deport_convict","deport_convict_d","deport_convict_lead","deport_nonconvict","deport_nonconvict_d","GDP_growth","GDPpercapita_const2010USD_log","gini_mkt","homrates_unodc","homrates_who","income_group","instr_benef_medicaidpregn_lag1","instr_enforce_everify_lag1","iso3","polity2","pop_sh14","population_log","region","remittances_GDP","urban_interp","war_intrastate","year","yr_sch"
2.5,NA,0.0996192365633954,-0.048047518319214,NA,0.199434395808793,-0.181053106966044,4.535628699,9.96291764612889,45.3,0.7,0.797243111704405,"High income: OECD",0.711319490957803,0.337575351640991,"CZE",9,15.13072436,16.1712627935951,"Europe & Central Asia",1.431691351,73.1,0,2015,NA
6,NA,0.0449130438602834,0.0318604109293975,0.0143690474897507,0.0787043853043443,0.0596435706373888,2.45737182,10.4425835201968,45.7,NA,1.18086656970294,"High income: OECD",NA,NA,"DEU",10,16.25591471,18.2153568256884,"Europe & Central Asia",0.199862615,NA,0,1994,9.33676517118974
5,NA,0.0524569570427946,0.0143690474897507,0.0558457934570356,0.0927070049746851,0.00910025847564359,1.84920067,10.4789825751561,46.2,NA,0.998537449619532,"High income: OECD",NA,NA,"DEU",10,16.06461782,18.2226537519358,"Europe & Central Asia",0.172685465,73.1,0,1997,9.61441549982824
4,524.623134230175,0.0924980540301973,0.0558457934570356,-0.0185880114951533,0.0949291549978331,0.0143842299145101,2.962045368,10.5452999986394,47.3,NA,0.805225326923135,"High income: OECD",NA,NA,"DEU",10,15.6825129,18.2248058502273,"Europe & Central Asia",0.184836014,73.1,0,2000,10.06
4,491.014653159228,0.0842300186551618,-0.0185880114951533,-0.0131863001597529,0.110892352890121,0.00319260322633699,-0.709906172,10.5510710365899,49.1,NA,0.702336351381852,"High income: OECD",0.42862546459231,0,"DEU",10,14.93313185,18.2287230200706,"Europe & Central Asia",0.229253301,73.3,0,2003,10.9783041154243
5,492.648368582048,0.0849216848483238,-0.0131863001597529,-0.0093390470648359,0.113441728319504,0.001436646678208,3.700159572,10.6079914354362,50.6,1.035,0.569026813300371,"High income: OECD",0.453655889221458,0,"DEU",10,14.17043044,18.2268101651993,"Europe & Central Asia",0.249206346,73.5,0,2006,11.9362044016947
5,442.724028878729,0.0707187469828057,-0.0093390470648359,0.00740489921100911,0.162210924006593,0.066613892221022,-5.618860435,10.5987850385313,51.2,0.95,0.539591883392119,"High income: OECD",0.455711607407164,0.0730520014472256,"DEU",10,13.69707796,18.2210377169247,"Europe & Central Asia",0.360832195,73.7,0,2009,12.3976444016947
5,395.102034338717,0.07654390908607,0.00740489921100911,-0.0304936529355125,0.0896274537758673,-0.115979995182127,0.491992829,10.6978198920463,51.8,0.87,0.522103296223852,"High income: OECD",0.616567444002237,0.177433148044601,"DEU",10,13.34489376,18.2028458641735,"Europe & Central Asia",0.413184383,74.1,0,2012,11.9542045940685
5,NA,0.0516821112476899,-0.0304936529355125,NA,0.0233926739667824,-0.05247151510507,1.7207335,10.7200374175726,52,0.87,NA,"High income: OECD",0.652386277669967,0.424185113311186,"DEU",10,13.11876032,18.2184006663515,"Europe & Central Asia",0.477913497,74.6,0,2015,NA
NA,NA,28.0538719733418,25.1986169742474,4.485654553106,25.9490298000363,-10.0806809166151,1.431325265,8.47636409416242,NA,NA,2.80699074794387,"Upper middle income",NA,NA,"DMA",NA,NA,11.17567492555,"Latin America & Caribbean",6.165984653,NA,0,1994,NA
NA,NA,27.4983689827928,4.485654553106,-19.5905257249433,19.0337381521583,-5.4201964472727,1.490817886,8.54551659708317,NA,NA,2.82673526210903,"Upper middle income",NA,NA,"DMA",NA,NA,11.1669502174334,"Latin America & Caribbean",4.650321725,67.5,0,1997,NA
NA,525.451702786378,16.4723412661987,-19.5905257249433,11.3365620001692,5.7315363767957,-15.4596567816797,0.375310954,8.61999285200193,NA,NA,4.29399162892562,"Upper middle income",NA,NA,"DMA",NA,NA,11.1516112045974,"Latin America & Caribbean",4.026318515,67.2,0,2000,NA
NA,471.902167182663,29.3128137224209,11.3365620001692,-4.4814353543815,NA,NA,7.687213049,8.67511928260062,42.8,NA,12.1542275515247,"Upper middle income",0.711300309597523,0,"DMA",NA,NA,11.15757821069,"Latin America & Caribbean",4.228844905,67,0,2003,NA
NA,457.185371517028,21.9210856318524,-4.4814353543815,5.4985496382708,17.6734183091571,NA,2.9296875,8.72496190142903,43.2,9.205,1.41228974536416,"Upper middle income",0.714396284829721,0,"DMA",NA,NA,11.167713144851,"Latin America & Caribbean",5.654894687,66.9,0,2006,NA
NA,405.027321981424,28.112130005759,5.4985496382708,-1.6739151622591,21.0787395113218,4.0946270786392,-1.169757154,8.83733233067258,43.7,14.095,1.40392255963161,"Upper middle income",0.698916408668731,0.0255417956656347,"DMA",NA,NA,11.1736553178454,"Latin America & Caribbean",4.526617063,67.1,0,2009,NA
NA,376.219582043344,26.4390214364802,-1.6739151622591,-14.0288824859712,12.5333772118144,-16.9264803045874,-1.069790405,8.81958991507375,NA,NA,9.03803780087361,"Upper middle income",0.755417956656347,0.0410216718266254,"DMA",NA,NA,11.1850323224569,"Latin America & Caribbean",4.783743778,67.4,0,2012,NA
6,NA,0.0568433190591788,0.0756860323887023,-0.000774278434859901,NA,NA,3.260879794,10.8529418538974,44,NA,1.16599719362203,"High income: OECD",NA,NA,"DNK",10,17.81294959,15.4803814743522,"Europe & Central Asia",0.491184124,84.9,0,1997,10.3554199106836
6,530.461418685121,0.112618430091009,-0.000774278434859901,-0.000708153372531412,0.112493030510886,NA,3.746900212,10.9304361997771,43.9,NA,1.18170976857983,"High income: OECD",NA,NA,"DNK",10,18.46946582,15.4906642982384,"Europe & Central Asia",0.406015428,85.1,0,2000,10.77
5.5,494.160841983852,0.069654301429528,-0.000708153372531412,0.0085584904084353,NA,0.072787293836248,0.390073865,10.9376816258963,44.6,NA,1.03083818498782,"High income: OECD",0.576124567474048,0,"DNK",10,18.7258584,15.5001624307216,"Europe & Central Asia",0.431265275,85.5,0,2003,11.0083800206115
5.5,485.64538638985,0.0967374001829659,0.0085584904084353,0.00776686062162381,NA,NA,3.912980152,11.0168696717668,44.6,0.755,0.838481615266502,"High income: OECD",0.598039215686274,0,"DNK",10,18.63415758,15.5087880224655,"Europe & Central Asia",0.261684648,86.1,0,2006,11.1381822145883
5.5,433.530507497117,0.0816703363483035,0.00776686062162381,-0.0368767765164236,NA,NA,-4.906525558,10.9548169442367,46.1,0.915,0.789738957897694,"High income: OECD",0.601499423298731,0.0432525951557093,"DNK",10,18.16239258,15.5244489495321,"Europe & Central Asia",0.317227638,86.7,0,2009,11.2538622145883
5.5,387.326182237601,0.0717047822308917,-0.0368767765164236,-0.0536521750949465,0.143207305936628,-0.256141847999338,0.226468476,10.9765732314224,47.5,0.83,0.546913299562239,"High income: OECD",0.69838523644752,0.126874279123414,"DNK",10,17.568557,15.5367710220553,"Europe & Central Asia",0.361378027,87.3,0,2012,11.4166022489408
5.5,NA,0.00885978940280589,-0.0536521750949465,NA,NA,-0.109039632961092,1.606086132,11.0021133566129,48,1.14,NA,"High income: OECD",0.724336793540946,0.319492502883506,"DNK",10,16.84315999,15.5530748069898,"Europe & Central Asia",0.417611043,87.8,0,2015,NA
4,NA,21.3321208502348,11.6329366302317,2.4131471703067,7.34888436969213,1.45298970012699,8.004274432,8.12935855848315,48.7,NA,5.68115943413096,"Upper middle income",NA,NA,"DOM",8,36.29763169,15.9151801266411,"Latin America & Caribbean",5.829374307,59.2,0,1997,6.55704688423222
4,494.433426283194,27.2421541419432,2.4131471703067,-2.7051756147506,11.9345895516933,4.65569048193216,5.656604877,8.26939829767253,49.6,NA,6.55114444514634,"Upper middle income",NA,NA,"DOM",8,35.04829479,15.9629170096263,"Latin America & Caribbean",7.662923545,61.7,0,2000,6.98
2,439.363872766772,23.3047640201339,-2.7051756147506,-0.3122485754728,14.8981979540769,-0.7442563428207,-0.25335881,8.29483146489736,49.9,NA,3.75395762947269,"Upper middle income",0.725592555364612,0,"DOM",8,33.92866223,16.0091464815562,"Latin America & Caribbean",10.92908714,64.2,0,2003,7.25997379594641
2,424.357728348627,24.2623990793295,-0.3122485754728,-0.945116776591799,9.68944955386758,-3.15353770371374,10.67115484,8.45382416790964,49.7,24.4,6.84073561688259,"Upper middle income",0.729191660451996,0,"DOM",8,32.89563347,16.0531664401782,"Latin America & Caribbean",8.493903474,66.4,0,2006,7.47275340890874
2,376.075179144645,21.9132379153594,-0.945116776591799,-1.1076868381641,13.1614231058295,4.40107655781064,0.946155168,8.53691832786694,48.2,24.575,7.00392558328776,"Upper middle income",0.720728899841121,0.00950034045588664,"DOM",8,31.75676547,16.094597519691,"Latin America & Caribbean",7.058584429,68.5,0,2009,7.73827340890874
1.5,357.063156188191,21.4245886866954,-1.1076868381641,-7.1258933604781,7.12251643003851,-7.26017252575857,2.793910372,8.63604029985743,46.6,23.695,10.8018534495755,"Upper middle income",0.742258681625109,0.0403359164748225,"DOM",8,30.79585818,16.1334718293016,"Latin America & Caribbean",7.031585036,70.7,0,2012,8.12172306881942
1.5,494.147452229299,0.0401628361368532,0.0100840665496876,-0.0448303943384549,0.079106606115224,-0.0244907227461438,1.684488319,8.3622521198784,35,0.765,NA,"Upper middle income",0.705414012738854,0,"DZA",2,28.40779249,17.335317744526,"Middle East & North Africa",0.161500771,64,0,2006,5.6066351356922
1.5,442.523407643312,0.00996654841018022,-0.0448303943384549,0.0154990689302658,0.0582181986022939,-0.000420925774918007,1.632243838,8.38618179715557,34,0.86,NA,"Upper middle income",0.670382165605096,0.0461783439490446,"DZA",2,27.29461035,17.3840782819672,"Middle East & North Africa",0.109566228,65.9,0,2009,6.2640751356922
2,395.786942675159,0.0174108616274475,0.0154990689302658,-0.0201958487300472,0.0255317275044655,-0.041050978655837,3.374768651,8.42605002129518,NA,1.08,NA,"Upper middle income",0.799363057324841,0.0843949044585987,"DZA",2,27.66708814,17.4416058711154,"Middle East & North Africa",0.102765859,67.6,0,2012,7.88669702507729
2,NA,0.00571605289730763,-0.0201958487300472,NA,NA,NA,3.763466958,8.46791791041666,NA,1.425,NA,"Upper middle income",0.820063694267516,0.289808917197452,"DZA",2,28.65301525,17.501173043178,"Middle East & North Africa",0.16573098,69,0,2015,NA
3,NA,0.594672029961198,0.618917091562707,0.467880292699328,0.575544197712008,-0.380696668355885,4.258250468,8.25447281768937,49.9,NA,12.3089663017523,"Upper middle income",NA,NA,"ECU",9,36.84961138,16.2311099118391,"Latin America & Caribbean",1.216407524,NA,0,1994,7.10530304820795
3,NA,1.01915003694974,0.467880292699328,0.30629425509653,2.17207128533876,2.70190638293973,4.327864764,8.27324879398618,50.6,NA,13.143553808653,"Upper middle income",NA,NA,"ECU",8,35.83213843,16.2941470077364,"Latin America & Caribbean",2.299974364,58.7,0,1997,7.08144013740982
3,549.217284473628,1.44602941960656,0.30629425509653,-0.14929177732638,5.16045175377803,2.28281214465495,1.091801564,8.21036970297189,51.8,NA,15.6031381781273,"Upper middle income",NA,NA,"ECU",6,34.7386677,16.351474324252,"Latin America & Caribbean",7.214742269,60.3,0,2000,7.1
3,490.823730847984,1.27786389764457,-0.14929177732638,2.0255660676588,3.67155497682371,-2.10305654642751,2.722877337,8.26573809921405,50.9,NA,14.4971067523906,"Upper middle income",0.763962437336722,0,"ECU",6,33.53210529,16.4024924076654,"Latin America & Caribbean",5.036333823,62.2,0,2003,7.24166766059773
3,471.864710866342,3.11310693914373,2.0255660676588,0.73271103922373,8.57545172389117,5.89843285243554,4.403526434,8.38955516491618,49.5,16.26,17.1673759436624,"Upper middle income",0.765445174045047,0,"ECU",7,32.25009808,16.4522423284189,"Latin America & Caribbean",6.268548466,64.3,0,2006,7.43199864422306
3,417.660700416578,3.88997619455416,0.73271103922373,0.48089847690765,12.2839239554954,2.95869747804755,0.566491592,8.42797875325026,46.7,17.955,15.9537963608159,"Upper middle income",0.752382969709807,0.0111558285673939,"ECU",5,31.11661854,16.5027643381209,"Latin America & Caribbean",4.38651629,66.3,0,2009,7.57495864422306
2.5,389.374002683047,4.60852903689395,0.48089847690765,-1.59920152270816,6.76135553740572,-5.26795902903463,5.641962067,8.54485950636292,44.4,13.965,12.4731588982565,"Upper middle income",0.798912659747229,0.0380569088469957,"ECU",5,30.04950302,16.5511542656833,"Latin America & Caribbean",2.816307995,67.9,0,2012,7.60128474521928
1.5,499.962725069252,0.0813191602981489,0.0318217443789632,-0.0292007878874448,0.295412075162373,0.194453206289618,3.19228475,7.60882003118501,52.4,NA,0.150475194056022,"Lower middle income",0.691481994459834,0,"EGY",-6,34.53841614,18.119331594362,"Middle East & North Africa",3.570597181,42.9,0,2003,6.44164469941601
2,487.411842105263,0.0497993027811502,-0.0292007878874448,0.0052716002265594,0.211968623625745,-0.114337361500883,6.853907786,7.70408828577605,51.8,0.71,0.102682154040574,"Lower middle income",0.712777008310249,0,"EGY",-3,32.98076251,18.1742563854813,"Middle East & North Africa",4.958410806,43.1,0,2006,6.76138492614222
2,434.143386426593,0.0446799538412648,0.0052716002265594,-0.0117690261238725,0.153039432287139,-0.034951944728964,4.673844855,7.83377154179039,51.1,1.175,0.0892580461866961,"Lower middle income",0.695810249307479,0.0200831024930748,"EGY",-3,32.10832103,18.2278847856442,"Middle East & North Africa",3.783209948,43.3,0,2009,7.05314492614222
2,393.714058171745,0.0328234954897687,-0.0117690261238725,-0.0094925753277534,0.0875631842265518,-0.0647367004158909,2.215608782,7.86065811917194,50.4,NA,0.242695359204514,"Lower middle income",0.793975069252078,0.0647506925207756,"EGY",-3,32.32871661,18.2907230380958,"Middle East & North Africa",6.885567552,43.6,0,2012,7.34983275850223
4,NA,0.0240811038917297,NA,0.0246754298968744,0.0278557565698136,NA,2.383195323,10.0498885117005,47.2,NA,0.92009671775105,"High income: OECD",NA,NA,"ESP",10,17.26723408,17.4930536981941,"Europe & Central Asia",0.497296341,NA,0,1994,7.8906188755296
5,NA,0.046278103434612,0.0246754298968744,-0.000596847390250503,0.071278983963292,0.0419578559368628,3.689613998,10.126946828804,47.7,NA,0.856821442788321,"High income: OECD",NA,NA,"ESP",10,15.74192979,17.5058237088437,"Europe & Central Asia",0.492520651,76.1,0,1997,8.44614206801786
4,547.082341088111,0.0605583294317756,-0.000596847390250503,0.062201561466119,0.0715900968450084,0.016249820482478,5.289093179,10.2518542854726,47.1,NA,0.93615360107206,"High income: OECD",NA,NA,"ESP",10,14.7505785,17.5184867840554,"Europe & Central Asia",0.109092745,76.3,0,2000,8.93
3.5,506.461348232277,0.0919294272874224,0.062201561466119,-0.052726955825274,0.108868017915908,0.0081607309058756,3.187571476,10.3117030907413,45.6,NA,1.05113931235926,"High income: OECD",0.470232643341271,0,"ESP",10,14.3477311,17.5576379636282,"Europe & Central Asia",0.099199126,76.5,0,2003,9.65689029199588
4,498.967704707822,0.0613712381569018,-0.052726955825274,-0.0110149143533215,0.0806701259887173,-0.0277147370570413,4.174119116,10.3692760292454,45.7,1.125,0.869006707623984,"High income: OECD",0.487085546803444,0,"ESP",10,14.36758092,17.6086896426965,"Europe & Central Asia",0.101305866,76.8,0,2006,10.2905235955571
4,443.291317091042,0.0520245315750427,-0.0110149143533215,0.033810581714377,0.218489220953847,0.214599605557282,-3.57381203,10.3376561862378,49.4,0.89,0.774716681576835,"High income: OECD",0.473529950540392,0.0415827074555779,"ESP",10,14.557874,17.6520111205773,"Europe & Central Asia",0.101615516,77.2,0,2009,10.4030835955571
4,389.97528851438,0.0802007479271241,0.033810581714377,-0.0123636363238419,0.149717134701788,-0.171453754074909,-2.929811429,10.2892002910252,51.5,0.8,0.682249184490398,"High income: OECD",0.596079868107712,0.112841179703242,"ESP",10,14.8337219,17.6608178472182,"Europe & Central Asia",0.156010202,77.9,0,2012,9.68024741555021
4,NA,0.0699450456271298,-0.0123636363238419,NA,0.148501159797177,0.02882713763541,3.204680464,10.3242143532887,51.9,0.68,NA,"High income: OECD",0.62007693716798,0.381205348965012,"ESP",10,14.90791217,17.6538374418012,"Europe & Central Asia",0.221274656,79.2,0,2015,NA
NA,NA,0,NA,0,0.102563120763288,NA,NA,NA,47.1,NA,27.5474017760235,"High income: OECD",NA,NA,"EST",6,21.00641483,14.1956674306919,"Europe & Central Asia",NA,NA,0,1994,10.1123640719111
NA,NA,0,0,0.122713251343838,0.178630759502263,0.15213527747795,11.79861872,9.08707168653049,48.6,NA,18.8161104997538,"High income: OECD",NA,NA,"EST",6,19.28169208,14.1516505965567,"Europe & Central Asia",0.034293164,69.7,0,1997,10.8681056681553
5,516.56103646833,0.102459379679746,0.122713251343838,0.127415982093438,NA,NA,10.56807495,9.22110277795757,50.4,NA,14.9643938601089,"High income: OECD",NA,NA,"EST",9,17.58293832,14.1498269008873,"Europe & Central Asia",0.071276728,69.4,0,2000,11.41
3,477.808445297505,0.228633067697101,0.127415982093438,0.046868858349984,NA,NA,7.416163365,9.43197795869473,49.6,NA,11.1622069186393,"High income: OECD",0.629558541266795,0,"EST",9,15.96274771,14.1308467071979,"Europe & Central Asia",0.520723493,69.4,0,2003,11.6753909996565
3,472.553934740883,0.296125035449091,0.046868858349984,0.30247062905889,1.36968742099432,NA,10.27188409,9.69800013035993,47.6,7.54,8.21485056469778,"High income: OECD",0.650671785028791,0,"EST",9,15.0067776,14.1132493912489,"Europe & Central Asia",2.369024151,69.4,0,2006,11.8148774075346
3,422.673704414587,0.486707563423621,0.30247062905889,0.00535657536703904,1.4222951229541,-0.0619363140856499,-14.72440391,9.56679753720285,47.2,5.755,6.43772269389357,"High income: OECD",0.619961612284069,0.0211132437619962,"EST",9,15.00640052,14.1040784879284,"Europe & Central Asia",1.728959284,69.5,0,2009,12.0084774075346
3.5,378.718809980806,0.754410819020663,0.00535657536703904,-0.376759001902759,0.905076875992019,-0.743979325690651,4.307258988,9.71342889744196,49,4.825,4.90542619165062,"High income: OECD",0.698656429942418,0.0806142034548944,"EST",9,15.51994288,14.0951826358922,"Europe & Central Asia",1.999849338,69.4,0,2012,12.3997290736288
3.5,NA,0.380284968127491,-0.376759001902759,NA,0.228141070429047,-0.376759001902759,1.444215805,9.77518462421079,49.6,3.16,NA,"High income: OECD",0.714011516314779,0.264875239923225,"EST",9,16.13051111,14.0896566814104,"Europe & Central Asia",2.019998177,69.1,0,2015,NA
6,520.767086156825,0.0612375582046804,NA,-0.0132431651591317,NA,NA,5.634847452,10.6078311528519,46.7,NA,2.74623128762842,"High income: OECD",NA,NA,"FIN",10,18.13595494,15.4595834930185,"Europe & Central Asia",0.376560731,82.2,0,2000,9.09
6,485.899612778316,0.0640341301374336,-0.0132431651591317,-0.0511540284884458,NA,NA,1.993984087,10.6626336982815,47.1,NA,2.22824575726603,"High income: OECD",0.557599225556631,0,"FIN",10,17.62372006,15.4666687493403,"Europe & Central Asia",0.307447778,83.1,0,2003,9.33849025077293
6,482.96224588577,0,-0.0511540284884458,0,NA,NA,4.055197444,10.7581508839794,47.4,2.265,2.01664385698681,"High income: OECD",0.588576960309777,0,"FIN",10,17.19763073,15.4768325102615,"Europe & Central Asia",0.329946628,84,0,2006,9.58861249971373
6,431.241142303969,0.0376406891332648,0,0.0554121919012865,0.159523965152708,NA,-8.269036558,10.7158778909217,47.5,2.375,2.14999085257907,"High income: OECD",0.601161665053243,0.063891577928364,"FIN",10,16.6579444,15.4905247653624,"Europe & Central Asia",0.34395916,84.8,0,2009,9.78677249971373
5.5,385.224104549855,0.0555443342578408,0.0554121919012865,NA,NA,NA,-1.42618936,10.7424123769749,48,1.83,1.59284353226984,"High income: OECD",0.678606001936108,0.156824782187803,"FIN",10,16.42827056,15.5044933926588,"Europe & Central Asia",0.335958974,85.8,0,2012,9.92673625100195
NA,544.973403632103,2.32797710015008,0.72412210530236,-0.0303212882591199,1.96019076929686,0.47758077203149,0.999998468,8.16084418521117,43.2,NA,5.02521752590747,"Upper middle income",0.916227299355595,0,"FJI",5,32.20021846,13.6129389457931,"East Asia & Pacific",5.340802653,49.1,0,2003,9.46095039505325
NA,509.485764499121,2.2432940598761,-0.0303212882591199,0.52069103470908,5.09910942802067,1.05740899330591,1.852483092,8.22470049310292,44,NA,1.27395468626527,"Upper middle income",0.905096660808436,0,"FJI",-3,30.35976075,13.626056827579,"East Asia & Pacific",6.593845293,50.3,0,2006,9.39170133516546
NA,455.211716461629,2.94999504960105,0.52069103470908,-1.0999696890715,4.42859467286407,0.13721338264731,-1.386037485,8.1832289724079,42.6,3.015,0.943205954210587,"Upper middle income",0.919156414762742,0.0123022847100176,"FJI",-4,29.37343817,13.655303072667,"East Asia & Pacific",5.965368492,51.5,0,2009,9.72386133516546
NA,407.194434680726,2.81911025215699,-1.0999696890715,-0.820329629354904,2.41545940322159,-1.80422231857476,1.883476699,8.23262896436248,42.6,NA,1.14813158750278,"Upper middle income",0.932630345635618,0.028705330990041,"FJI",-4,28.90306274,13.6803733052077,"East Asia & Pacific",4.798770406,52.7,0,2012,10.6679253269209
6,NA,0.0244878763258943,0.0218902770066462,0.0080872842292681,0.0624791520502793,0.0247751536302539,2.345385593,10.4213681240315,48.6,NA,1.07397913163576,"High income: OECD",NA,NA,"FRA",9,19.53623705,17.8985783423246,"Europe & Central Asia",0.282092666,NA,0,1994,8.57394715218138
4,NA,0.0334149264300099,0.0080872842292681,0.0208491432291147,0.0726429675334147,0.0243335482893615,2.337333404,10.4682028319349,47.9,NA,0.95731799270759,"High income: OECD",NA,NA,"FRA",9,19.18304584,17.9092690318035,"Europe & Central Asia",0.666873841,75.1,0,1997,9.26274884232223
3,550.540742206828,0.0560208690673708,0.0208491432291147,0.0133344924298731,0.0921664594988207,0.0281755244418016,3.875162259,10.5589902770366,48.2,NA,0.759187146907784,"High income: OECD",NA,NA,"FRA",9,18.78069429,17.9249489332999,"Europe & Central Asia",0.648159248,76.9,0,2000,9.75
3,510.803008411677,0.0733840606674715,0.0133344924298731,-0.0108559105793691,0.18463078793746,0.060160707017524,0.81953167,10.575992660139,47.9,NA,0.75301645342012,"High income: OECD",0.572389905987135,0,"FRA",9,18.5226491,17.9465869051928,"Europe & Central Asia",0.661311842,79.7,0,2003,10.0014579594641
3.5,502.284542305789,0.0631193769441151,-0.0108559105793691,-0.0179227134316625,0.141962239869297,-0.03683126133626,2.3749469,10.6210236971509,48.2,1.51,0.670406262982906,"High income: OECD",0.593963384463137,0,"FRA",9,18.3974954,17.9684600724701,"Europe & Central Asia",0.667904228,82.4,0,2006,10.189000755754
5,448.414517565562,0.0410693969535208,-0.0179227134316625,0.0268758462238948,0.260125935460374,0.187740392004592,-2.941341055,10.599539996977,49.3,1.475,0.711889301949103,"High income: OECD",0.579811974270163,0.0418604651162791,"FRA",9,18.41856372,17.9853806252606,"Europe & Central Asia",0.729412896,84.6,0,2009,10.513000755754
4.5,400.485254824344,0.0656516479658063,0.0268758462238948,-0.0354478668699227,0.113008798058927,-0.228635343350776,0.182693034,10.6267935744529,49.9,1.29,0.606094852988395,"High income: OECD",0.70252350321623,0.11578426521524,"FRA",9,18.39817154,17.9999972717384,"Europe & Central Asia",0.845614541,86.7,0,2012,11.1384973548609
4,NA,0.0331037233944849,-0.0354478668699227,NA,0.0436534012318307,-0.0689759567682071,1.067461648,10.6380095662929,49.6,1.41,NA,"High income: OECD",0.725086590796635,0.320336467095497,"FRA",9,18.26513379,18.0145764516095,"Europe & Central Asia",0.976580833,89.1,0,2015,NA
5,NA,0.222321251170961,0.208839376425466,0.025550975142894,0.237909735976048,0.029448132720296,3.885074775,10.3066391722592,53.4,NA,1.12312549239404,"High income: OECD",NA,NA,"GBR",10,19.38754977,17.8736361439762,"Europe & Central Asia",0.172634287,NA,0,1994,9.37838247566701
5,NA,0.265267614646592,0.025550975142894,0.119625537272337,0.272073617866147,0.076967249337368,3.127178462,10.3795874262407,52.9,NA,0.767590994562669,"High income: OECD",NA,NA,"GBR",10,19.39376903,17.8814034152198,"Europe & Central Asia",0.106209036,78.6,0,1997,9.57244876674682
5,546.395003450656,0.38357559903868,0.119625537272337,0.00681332440343502,0.293377530928924,-0.00146935171699203,3.744962443,10.4702470093156,53.1,NA,0.824022333177214,"High income: OECD",NA,NA,"GBR",10,19.03593651,17.8912245437701,"Europe & Central Asia",0.307919867,78.7,0,2000,9.92
4.5,508.06850931677,0.394054123683936,0.00681332440343502,-0.075180416366113,0.389114566112713,0.024416755932773,3.466238898,10.542168409445,52.7,NA,0.458740759392821,"High income: OECD",0.544927536231884,0,"GBR",10,18.39483747,17.9039640853982,"Europe & Central Asia",0.279070638,78.8,0,2003,10.5747887461353
4.5,500.73121463078,0.34069842089331,-0.075180416366113,0.00227846499368001,0.332450752535601,-0.034778865653869,2.50300856,10.6012367410946,52.7,1.455,0.424727639575046,"High income: OECD",0.567218771566598,0,"GBR",10,17.82958979,17.9238701163773,"Europe & Central Asia",0.226757688,79.1,0,2006,11.3610175014314
4,447.419882677709,0.306183296712684,0.00227846499368001,-0.035472569463522,0.658579725603615,0.519517957660324,-4.327737609,10.552719313554,53.7,1.19,0.326456311922231,"High income: OECD",0.555693581780538,0.046031746031746,"GBR",10,17.59841073,17.9470910123209,"Europe & Central Asia",0.220032092,79.5,0,2009,12.0568575014314
4.5,397.265728088337,0.273267387745595,-0.035472569463522,-0.142953536249192,0.238725181988513,-0.611998312558017,1.313018598,10.5771036496785,53.3,1.015,0.270281033566107,"High income: OECD",0.678536922015183,0.115113871635611,"GBR",10,17.56983972,17.9696998301074,"Europe & Central Asia",0.185745976,79.7,0,2012,12.4975587449903
NA,NA,0,NA,0.181065115542177,NA,NA,10.51904065,7.16782706310804,46.7,NA,1.04435735255045,"Lower middle income",NA,NA,"GEO",5,23.82777929,15.3265856359815,"Europe & Central Asia",8.089921623,53.1,0,1997,NA
NA,532.419160583942,0.135451142835659,0.181065115542177,0.19094139457175,NA,NA,1.838341787,7.27022902522112,47.7,NA,3.44896258190518,"Lower middle income",NA,NA,"GEO",5,22.60979797,15.3012655646858,"Europe & Central Asia",6.735340162,52.6,0,2000,NA
NA,467.019343065693,0.299419960022712,-0.202760862144875,0.408934341975644,0.625978081736473,-0.176789662968039,9.383276297,7.77964037233082,49.5,8.15,1.35686192140262,"Lower middle income",0.777372262773723,0,"GEO",7,19.01589945,15.2352396951704,"Europe & Central Asia",8.099623999,52.6,0,2006,NA
NA,418.210218978102,0.475194213334631,0.408934341975644,-0.186023127199598,1.09959616600983,0.360408260908889,-3.650101341,7.92067868523358,50.9,5.475,NA,"Lower middle income",0.753649635036496,0.0529197080291971,"GEO",6,18.13050645,15.1962897383961,"Europe & Central Asia",10.32450472,52.7,0,2009,NA
NA,389.008211678832,0.505755850727388,-0.186023127199598,-0.257643397947272,0.44090238245836,-0.866767219708398,6.350482702,8.15181525780221,50.1,NA,0.715918195235083,"Lower middle income",0.824817518248175,0.0912408759124088,"GEO",6,18.2109341,15.1570690252428,"Europe & Central Asia",11.17040364,52.6,0,2012,NA
1.5,470.264827391058,0.332413341979456,0.00391070360360202,-0.061021857701173,0.596394822777288,-0.498334727587078,6.399912419,7.02929969045354,43.4,1.86,NA,"Lower middle income",0.727504244482173,0,"GHA",8,40.42352553,16.9116954481185,"Sub-Saharan Africa",0.515713261,48.5,0,2006,7.13840330699645
1.5,420.608856819468,0.256411823920701,-0.061021857701173,0.055992420082723,0.656092591212002,0.173387143598358,4.845756132,7.1288669578409,43.8,1.83,NA,"Lower middle income",0.629598189020939,0.0766836445953594,"GHA",8,39.82293884,16.9895492969432,"Sub-Saharan Africa",0.440589539,50.7,0,2009,7.10888330699645
5,NA,0.157283932418224,NA,0.063143673700832,0.0859192842712911,NA,2.000000007,9.88284594891772,47.3,NA,1.20170018164099,"High income: OECD",NA,NA,"GRC",10,17.71199098,16.1681157251449,"Europe & Central Asia",2.475090391,NA,0,1994,8.73184415893737
